(14.25277, 0.3191586)
(14.2517, 0.3253632)
(14.25059, 0.3301525)
(14.24948, 0.3333931)
(14.2483, 0.3352127)
(14.24285, 0.3352127)
(14.24419, 0.3398743)
(14.24339, 0.337635)
(14.24287, 0.3390579)
(14.24511, 0.3429337)
(14.24957, 0.3462963)
(14.25495, 0.3493614)
(14.26035, 0.3503399)
(14.26729, 0.3503399)
(14.38717, 0.3503399)
(14.34977, 0.3518715)
(14.34899, 0.3518715)
(14.36254, 0.3518715)
(14.38143, 0.3518715)
(14.40434, 0.3518696)
(14.43126, 0.3518677)
(14.46172, 0.3518658)
(14.4945, 0.3518639)
(14.5281, 0.351862)
(14.56266, 0.35186)
(14.59824, 0.3518581)
(14.68109, 0.3518562)
(14.75798, 0.3518524)
(14.83525, 0.3518486)
(14.91419, 0.3518467)
(14.99514, 0.3517342)
(15.07819, 0.3515472)
(15.16307, 0.3512974)
(15.24901, 0.3499966)
(15.33517, 0.3444595)
(15.42137, 0.3349361)
(15.50758, 0.321476)
(15.59379, 0.3040886)
(15.68, 0.2827759)
(15.76621, 0.2575397)
(15.85242, 0.2283783)
(15.89082, 0.1676254)
(15.93298, 0.0974102)
(15.96239, 0.0974102)
(15.97593, 0.1017342)
(15.97606, 0.1232738)
(15.97523, 0.1435127)
(15.97861, 0.1679783)
(15.97654, 0.1900978)
(15.97532, 0.2104321)
(15.97864, 0.2349339)
(15.97655, 0.2570667)
(15.97532, 0.2774067)
(15.9781, 0.2965584)
(15.98955, 0.3198242)
(15.99029, 0.34272)
(15.9939, 0.364912)
(15.99891, 0.3866081)
(16.02412, 0.3909035)
(16.01274, 0.4190712)
(16.03689, 0.417675)
(16.01075, 0.4214001)
(16.03634, 0.415617)
(16.04158, 0.424614)
(16.06013, 0.4319744)
(16.07317, 0.432806)
(16.09503, 0.4329739)
(16.0672, 0.4344349)
(16.08623, 0.4294128)
(16.11397, 0.4294186)
(16.14297, 0.4294186)
(16.18053, 0.4253979)
(16.22403, 0.41926)
(16.2626, 0.4209061)
(16.48064, 0.3469009)
(16.69345, 0.3469009)
(16.80064, 0.3381252)
(16.9017, 0.3254242)
(16.99786, 0.3087997)
(17.08925, 0.2882519)
(17.17536, 0.2637787)
(17.25683, 0.2353821)
(17.3332, 0.2030621)
(17.4046, 0.1668186)
(17.47204, 0.1266499)
(17.5343, 0.08255768)
(17.59124, 0.03454208)
(17.64284, 0.01739883)
(17.69068, 0.02810478)
(17.7385, 0.03024483)
(17.78632, 0.03067398)
(17.83452, 0.03075981)
(17.88273, 0.03077698)
(17.93093, 0.03078079)
(17.97914, 0.03078079)
(18.02847, 0.03078079)
(18.08229, 0.03078079)
(18.22131, 0.03078079)
(18.36548, 0.03078079)
(18.51488, 0.03078079)
(18.6695, 0.03078079)
(18.82884, 0.03078079)
(18.9642, 0.03078079)
(19.01241, 0.03078079)
(19.11505, 0.03078079)
(19.21662, 0.03078079)
(19.32135, 0.03078079)
(19.43022, 0.03078079)
(19.54354, 0.03078079)
(19.66099, 0.03078079)
(19.78207, 0.03078079)
(19.90871, 0.03078079)
(20.03803, 0.03078079)
(20.16349, 0.03078079)
(20.28087, 0.03078079)
(20.39001, 0.03078079)
(20.49117, 0.03078079)
(20.58438, 0.03078079)
(20.67082, 0.03078079)
(20.75727, 0.03078079)
(20.84371, 0.03078079)
(20.93015, 0.03078079)
(21.01659, 0.03078079)
(21.09537, 0.03078079)
(21.16588, 0.03078079)
(21.228, 0.03078079)
(21.2797, 0.03078079)
(21.31719, 0.03078079)
(21.34334, 0.03078079)
(21.35588, 0.03078079)
(21.35469, 0.03078079)
(21.33973, 0.03078079)
(21.31156, 0.03078079)
(21.27012, 0.03078079)
(21.21494, 0.03078079)
(21.1465, 0.03078079)
(21.06705, 0.03078079)
(20.97378, 0.03078079)
(20.86665, 0.03078079)
(20.74842, 0.03078079)
(20.62491, 0.03078079)
(20.49665, 0.03078079)
(20.36214, 0.03078079)
(20.22751, 0.03078079)
(20.09287, 0.03078079)
(19.95823, 0.03078079)
(19.82566, 0.03078079)
(19.69833, 0.03078079)
(19.5761, 0.03078079)
(19.45916, 0.03078079)
(19.34762, 0.03078079)
(19.2407, 0.03078079)
(19.13917, 0.03078079)
(19.0432, 0.03078079)
(18.95277, 0.03078079)
(18.86658, 0.03078079)
(18.78559, 0.03078079)
(18.70981, 0.03078079)
(18.64518, 0.03078079)
(18.59389, 0.03078079)
(2.741536465651793, 0.8413558626710621)
(2.9819946667298125, 3.0761589679260575)
(3.9327234466410523, 4.544734322419904)
(3.3741497706383683, 3.994561132919155)
(2.2420964229596536, 2.506672484248264)
